,Unnamed: 0,Unnamed: 0.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
2083,2083,9042,81033,May Lee Restaurant,1256 7th Ave,San Francisco,CA,94122,,,,14155241006.0,81033_20160822,8/22/2016 0:00,90.0,Routine - Unscheduled,81033_20160822_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160822,103144,2016-08-22,0,0,0,0,0,4,0
2084,2084,9043,2725,BOBOQUIVARI'S,1450 LOMBARD St,San Francisco,CA,94123,37.801218,-122.42553500000001,"(37.801218, -122.425535)",14155448880.0,2725_20160511,5/11/2016 0:00,90.0,Routine - Unscheduled,2725_20160511_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160511,103154,2016-05-11,0,2,0,0,0,4,1
2085,2085,9044,4896,Ben & Jerry's Haight-Ashbury,1480 Haight St,San Francisco,CA,94117,37.770068,-122.44664399999999,"(37.770068, -122.446644)",,4896_20150508,5/8/2015 0:00,98.0,Routine - Unscheduled,4896_20150508_103142,Unclean nonfood contact surfaces,Low Risk,20150508,103142,2015-05-08,0,0,0,1,0,0,1
2086,2086,9051,21101,William Cross Wine Merchants,2253 Polk St,San Francisco,CA,94109,37.797492,-122.42214399999999,"(37.797492, -122.422144)",,21101_20171215,12/15/2017 0:00,96.0,Routine - Unscheduled,21101_20171215_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171215,103124,2017-12-15,0,1,0,0,0,0,2
2087,2087,9057,4947,AVENUE FINE FOODS,1837 PACIFIC Ave,San Francisco,CA,94109,37.794494,-122.425527,"(37.794494, -122.425527)",14155294840.0,4947_20160613,6/13/2016 0:00,98.0,Routine - Unscheduled,4947_20160613_103139,Improper food storage,Low Risk,20160613,103139,2016-06-13,0,0,0,0,0,1,0
2088,2088,9060,198,SUBWAY,3801 03rd St 310,San Francisco,CA,94124,37.741828999999996,-122.388098,"(37.741829, -122.388098)",,198_20151029,10/29/2015 0:00,92.0,Routine - Unscheduled,198_20151029_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20151029,103124,2015-10-29,0,2,0,0,2,0,2
2089,2089,9069,4777,SOUTH BEACH CAFE,800 EMBARCADERO St,San Francisco,CA,94107,37.781556,-122.388484,"(37.781556, -122.388484)",,4777_20160824,8/24/2016 0:00,83.0,Routine - Unscheduled,4777_20160824_103131,Moderate risk vermin infestation,Moderate Risk,20160824,103131,2016-08-24,0,0,0,0,0,4,0
2090,2090,9073,74989,The Fillmore,1805 Geary Blvd,San Francisco,CA,94115,,,,,74989_20160930,9/30/2016 0:00,92.0,Routine - Unscheduled,74989_20160930_103132,Improper thawing methods,Moderate Risk,20160930,103132,2016-09-30,0,0,0,0,0,2,0
2091,2091,9084,3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"(37.751554, -122.418376)",14155280283.0,3623_20160819,8/19/2016 0:00,88.0,Routine - Unscheduled,3623_20160819_103161,Low risk vermin infestation,Low Risk,20160819,103161,2016-08-19,0,0,6,0,0,5,4
2092,2092,9089,60828,Pi Bar,1432 Valencia St,San Francisco,CA,94110,37.749982,-122.42051699999999,"(37.749982, -122.420517)",,60828_20160513,5/13/2016 0:00,96.0,Routine - Unscheduled,60828_20160513_103120,Moderate risk food holding temperature,Moderate Risk,20160513,103120,2016-05-13,4,0,3,0,0,1,0
2093,2093,9095,78996,Beeps Burgers,1051 Ocean Ave,San Francisco,CA,94112,,,,14155582650.0,78996_20160504,5/4/2016 0:00,94.0,Routine - Unscheduled,78996_20160504_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160504,103154,2016-05-04,0,0,1,0,2,3,1
2094,2094,9101,80763,Rock Japanese Cuisine,614 Pine St,San Francisco,CA,94108,,,,14155602066.0,80763_20160913,9/13/2016 0:00,88.0,Routine - Unscheduled,80763_20160913_103142,Unclean nonfood contact surfaces,Low Risk,20160913,103142,2016-09-13,0,0,0,0,0,4,8
2095,2095,9103,77532,Andi's Market,820 Cortland Ave,San Francisco,CA,94110,,,,,77532_20180226,2/26/2018 0:00,,Complaint,77532_20180226_103141,Improper food labeling or menu misrepresentation,Low Risk,20180226,103141,2018-02-26,2,4,0,0,5,4,3
2096,2096,9107,6005,Salvation Army Cen. Corps / Sr. Act. Ctr,360 04th St,San Francisco,CA,94107,37.781307,-122.40033799999999,"(37.781307, -122.400338)",,6005_20160824,8/24/2016 0:00,93.0,Routine - Unscheduled,6005_20160824_103102,Unclean hands or improper use of gloves,High Risk,20160824,103102,2016-08-24,0,2,0,0,0,1,0
2097,2097,9117,75962,Castillito Yocateco,2052 Mission St,San Francisco,CA,94110,,,,14155625510.0,75962_20160822,8/22/2016 0:00,94.0,Routine - Unscheduled,75962_20160822_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160822,103144,2016-08-22,2,0,0,0,0,2,1
2098,2098,9119,80887,Supercue Cafe,1330 Ocean Ave,San Francisco,CA,94112,,,,14158895188.0,80887_20160412,4/12/2016 0:00,89.0,Routine - Unscheduled,80887_20160412_103103,High risk food holding temperature,High Risk,20160412,103103,2016-04-12,5,0,0,4,2,3,3
2099,2099,9120,3073,DELANCEY ST. RESTAURANT,600 EMBARCADERO St,San Francisco,CA,94107,37.783884,-122.388295,"(37.783884, -122.388295)",,3073_20160823,8/23/2016 0:00,70.0,Routine - Unscheduled,3073_20160823_103120,Moderate risk food holding temperature,Moderate Risk,20160823,103120,2016-08-23,0,0,0,2,0,7,0
2100,2100,9126,4959,THAT'S IT MARKET,2699 Mission St,San Francisco,CA,94110,37.753972999999995,-122.418576,"(37.753973, -122.418576)",14155289833.0,4959_20150401,4/1/2015 0:00,92.0,Routine - Unscheduled,4959_20150401_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150401,103154,2015-04-01,0,4,0,0,4,0,5
2101,2101,9152,34244,Vital Tea Leaf Inc,905 Grant Ave,San Francisco,CA,94108,37.795303000000004,-122.40651399999999,"(37.795303, -122.406514)",,34244_20160913,9/13/2016 0:00,96.0,Routine - Unscheduled,34244_20160913_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160913,103154,2016-09-13,0,0,0,0,0,2,2
2102,2102,9169,72107,The Cavalier IRD Kitchen,55 05th St,San Francisco,CA,94103,,,,,72107_20160613,6/13/2016 0:00,96.0,Routine - Unscheduled,72107_20160613_103142,Unclean nonfood contact surfaces,Low Risk,20160613,103142,2016-06-13,2,0,0,0,3,2,0
2103,2103,9172,72159,Peet's Coffee and Tea,3251 20th Ave P182,San Francisco,CA,94132,,,,14155218380.0,72159_20160422,4/22/2016 0:00,90.0,Routine - Unscheduled,72159_20160422_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160422,103124,2016-04-22,0,0,1,0,4,4,1
2104,2104,9184,79660,Swich Bake Shop LLC,2045 Irving St,San Francisco,CA,94122,,,,14155535930.0,79660_20160422,4/22/2016 0:00,96.0,Routine - Unscheduled,79660_20160422_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160422,103119,2016-04-22,0,0,0,0,1,1,0
2105,2105,9189,33837,Lotta's Bakery,1720 Polk St,San Francisco,CA,94109,37.792593,-122.421019,"(37.792593, -122.421019)",,33837_20160512,5/12/2016 0:00,96.0,Routine - Unscheduled,33837_20160512_103131,Moderate risk vermin infestation,Moderate Risk,20160512,103131,2016-05-12,0,3,0,2,0,1,0
2106,2106,9190,79565,Yan Yan Seafood Restaurant,2241 Judah St,San Francisco,CA,94122,,,,14155665122.0,79565_20160824,8/24/2016 0:00,90.0,Routine - Unscheduled,79565_20160824_103120,Moderate risk food holding temperature,Moderate Risk,20160824,103120,2016-08-24,0,3,0,0,0,4,4
2107,2107,9197,4824,THE GAP CAFE,1 HARRISON St,San Francisco,CA,94105,37.789177,-122.388962,"(37.789177, -122.388962)",14155292977.0,4824_20160819,8/19/2016 0:00,96.0,Routine - Unscheduled,4824_20160819_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160819,103124,2016-08-19,1,0,0,0,0,1,0
2108,2108,9210,4620,WELCOME SUPER MARKET,1141 FOLSOM St,San Francisco,CA,94103,37.776057,-122.40868200000001,"(37.776057, -122.408682)",14155437007.0,4620_20160822,8/22/2016 0:00,90.0,Routine - Unscheduled,4620_20160822_103157,Food safety certificate or food handler card not available,Low Risk,20160822,103157,2016-08-22,0,3,0,0,0,3,0
2109,2109,9221,66503,Prubechu,2847 Mission St,San Francisco,CA,94110,,,,14155953654.0,66503_20160819,8/19/2016 0:00,96.0,Routine - Unscheduled,66503_20160819_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160819,103144,2016-08-19,0,0,3,0,0,2,2
2110,2110,9225,59717,City Beer Store,1168 Folsom St 101,San Francisco,CA,94103,37.775554,-122.409399,"(37.775554, -122.409399)",,59717_20160822,8/22/2016 0:00,94.0,Routine - Unscheduled,59717_20160822_103157,Food safety certificate or food handler card not available,Low Risk,20160822,103157,2016-08-22,0,2,0,0,0,2,0
2111,2111,9228,82395,Artis Coffee,537 Octavia St,San Francisco,CA,94102,,,,,82395_20150930,9/30/2015 0:00,94.0,Routine - Unscheduled,82395_20150930_103120,Moderate risk food holding temperature,Moderate Risk,20150930,103120,2015-09-30,0,0,0,2,0,0,2
2112,2112,9231,5441,Annie's Hot Dogs,Stockton & Market & Ellis St (NW),San Francisco,CA,94102,37.779847,-122.418985,"(37.779847, -122.418985)",,5441_20160819,8/19/2016 0:00,94.0,Routine - Unscheduled,5441_20160819_103156,Permit license or inspection report not posted,Low Risk,20160819,103156,2016-08-19,0,0,0,0,0,2,2
2113,2113,9233,34458,Ayola,327 Kearny St,San Francisco,CA,94108,37.791185,-122.40414399999999,"(37.791185, -122.404144)",,34458_20160822,8/22/2016 0:00,90.0,Routine - Unscheduled,34458_20160822_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160822,103124,2016-08-22,0,0,6,0,0,3,2
2114,2114,9238,2854,SANRAKU,101 04th St 1/F,San Francisco,CA,94103,37.784548,-122.40418999999999,"(37.784548, -122.40419)",,2854_20160513,5/13/2016 0:00,68.0,Routine - Unscheduled,2854_20160513_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20160513,103127,2016-05-13,5,0,0,0,0,4,0
2115,2115,9249,35812,Umi,1328 18th St,San Francisco,CA,94107,37.762679,-122.395859,"(37.762679, -122.395859)",,35812_20150520,5/20/2015 0:00,98.0,Routine - Unscheduled,35812_20150520_103139,Improper food storage,Low Risk,20150520,103139,2015-05-20,0,1,0,0,0,0,1
2116,2116,9251,77162,Ramen Yamadaya,1728 Buchanan St,San Francisco,CA,94115,,,,,77162_20160419,4/19/2016 0:00,83.0,Routine - Unscheduled,77162_20160419_103120,Moderate risk food holding temperature,Moderate Risk,20160419,103120,2016-04-19,0,0,0,0,0,4,0
2117,2117,9256,1830,Sushi on North Beach,745 Columbus Ave,San Francisco,CA,94133,37.801615999999996,-122.41213700000002,"(37.801616, -122.412137)",,1830_20160425,4/25/2016 0:00,86.0,Routine - Unscheduled,1830_20160425_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160425,103124,2016-04-25,0,0,0,5,0,5,6
2118,2118,9275,33125,L & L Hawaiian Barbecue,312 Kearny St,San Francisco,CA,94108,37.790946999999996,-122.404026,"(37.790947, -122.404026)",,33125_20160824,8/24/2016 0:00,86.0,Routine - Unscheduled,33125_20160824_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160824,103154,2016-08-24,0,0,3,0,0,5,4
2119,2119,9280,3053,Harris' Restaurant,2100 Van Ness Ave,San Francisco,CA,94109,37.795058000000004,-122.423147,"(37.795058, -122.423147)",,3053_20160512,5/12/2016 0:00,90.0,Routine - Unscheduled,3053_20160512_103139,Improper food storage,Low Risk,20160512,103139,2016-05-12,3,0,0,0,0,4,4
2120,2120,9281,5083,AMC-Level #2,1000 Van Ness Ave #2,San Francisco,CA,94109,37.784784,-122.421052,"(37.784784, -122.421052)",,5083_20150616,6/16/2015 0:00,96.0,Routine - Unscheduled,5083_20150616_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20150616,103144,2015-06-16,4,0,4,0,0,2,2
2121,2121,9284,82909,Belga,2000 Union St,San Francisco,CA,94123,,,,,82909_20160912,9/12/2016 0:00,93.0,Routine - Unscheduled,82909_20160912_103105,Improper cooling methods,High Risk,20160912,103105,2016-09-12,0,4,0,0,0,1,4
2122,2122,9285,68799,Zeitgeist,199 VALENCIA St,San Francisco,CA,94110,,,,14155436891.0,68799_20160526,5/26/2016 0:00,86.0,Routine - Unscheduled,68799_20160526_103148,No thermometers or uncalibrated thermometers,Low Risk,20160526,103148,2016-05-26,0,0,5,0,0,5,0
2123,2123,9286,5084,AMC-Level #4,1000 Van Ness Ave #4,San Francisco,CA,94109,37.784784,-122.421052,"(37.784784, -122.421052)",,5084_20150616,6/16/2015 0:00,98.0,Routine - Unscheduled,5084_20150616_103142,Unclean nonfood contact surfaces,Low Risk,20150616,103142,2015-06-16,0,0,0,0,0,2,1
2124,2124,9292,5085,AMC-Level #7,1000 Van Ness Ave #7,San Francisco,CA,94109,37.784784,-122.421052,"(37.784784, -122.421052)",,5085_20150616,6/16/2015 0:00,94.0,Routine - Unscheduled,5085_20150616_103142,Unclean nonfood contact surfaces,Low Risk,20150616,103142,2015-06-16,0,0,0,0,0,3,3
2125,2125,9301,7024,JERUSULEM,1300 FITZGERALD Ave,San Francisco,CA,94124,37.722087,-122.39321399999999,"(37.722087, -122.393214)",,7024_20151019,10/19/2015 0:00,96.0,Routine - Unscheduled,7024_20151019_103139,Improper food storage,Low Risk,20151019,103139,2015-10-19,0,0,0,0,2,0,2
2126,2126,9303,11304,HIDIVE,PIER 28 1/2,San Francisco,CA,94105,37.787914,-122.38771799999999,"(37.787914, -122.387718)",,11304_20160819,8/19/2016 0:00,90.0,Routine - Unscheduled,11304_20160819_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160819,103124,2016-08-19,2,0,0,0,0,3,0
2127,2127,9307,86172,Hall of Flame Burgers,73 Cambon St,San Francisco,CA,94132,,,,14155584444.0,86172_20160115,1/15/2016 0:00,98.0,Routine - Unscheduled,86172_20160115_103157,Food safety certificate or food handler card not available,Low Risk,20160115,103157,2016-01-15,1,0,0,0,2,4,1
2128,2128,9311,70044,Me So Hungry,Off The Grid,San Francisco,CA,94102,,,,,70044_20160514,5/14/2016 0:00,87.0,Routine - Unscheduled,70044_20160514_103157,Food safety certificate or food handler card not available,Low Risk,20160514,103157,2016-05-14,0,0,0,0,0,4,2
2129,2129,9317,78699,El Sur LLC #2,Off The Grid,San Francisco,CA,94102,,,,,78699_20160121,1/21/2016 0:00,,Structural Inspection,78699_20160121_103148,No thermometers or uncalibrated thermometers,Low Risk,20160121,103148,2016-01-21,0,0,0,0,0,3,1
2130,2130,9325,33564,Happy Shabu Shabu,1401 Fillmore St,San Francisco,CA,94115,37.782379999999996,-122.432592,"(37.78238, -122.432592)",,33564_20180305,3/5/2018 0:00,94.0,Routine - Unscheduled,33564_20180305_103154,Unclean or degraded floors walls or ceilings,Low Risk,20180305,103154,2018-03-05,2,0,0,0,0,3,0
2131,2131,9338,63646,SFDH - Harry Denton's Starlight Room,450 Powell St 21st Floor,San Francisco,CA,94108,37.788782,-122.40843899999999,"(37.788782, -122.408439)",14155397755.0,63646_20160502,5/2/2016 0:00,96.0,Routine - Unscheduled,63646_20160502_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160502,103124,2016-05-02,0,0,0,0,0,1,0
2132,2132,9341,2447,NEW CASTILLITO INC.,2092 MISSION St,San Francisco,CA,94110,37.76356,-122.419582,"(37.76356, -122.419582)",14155626971.0,2447_20160822,8/22/2016 0:00,92.0,Routine - Unscheduled,2447_20160822_103133,Foods not protected from contamination,Moderate Risk,20160822,103133,2016-08-22,3,0,0,0,1,2,0
2133,2133,9342,23702,Doo Bu Restaurant,1723 Buchanan St,San Francisco,CA,94115,37.786021999999996,-122.429903,"(37.786022, -122.429903)",,23702_20160419,4/19/2016 0:00,89.0,Routine - Unscheduled,23702_20160419_103139,Improper food storage,Low Risk,20160419,103139,2016-04-19,0,0,0,0,0,3,0
2134,2134,9344,1147,UA Twin Stonestown,501 Buckingham Way,San Francisco,CA,94132,37.730105,-122.47844099999999,"(37.730105, -122.478441)",14155680331.0,1147_20160422,4/22/2016 0:00,98.0,Routine - Unscheduled,1147_20160422_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160422,103154,2016-04-22,2,0,0,1,1,1,0
2135,2135,9346,61206,Sushi Raw #3,682 Haight St,San Francisco,CA,94117,37.771782,-122.433435,"(37.771782, -122.433435)",,61206_20160824,8/24/2016 0:00,86.0,Routine - Unscheduled,61206_20160824_103133,Foods not protected from contamination,Moderate Risk,20160824,103133,2016-08-24,0,0,0,0,0,4,7
2136,2136,9380,5267,Knights Catering,255 MENDELL STREET,San Francisco,CA,94124,37.741939,-122.383872,"(37.741939, -122.383872)",,5267_20150513,5/13/2015 0:00,98.0,Routine - Unscheduled,5267_20150513_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20150513,103144,2015-05-13,0,0,1,0,0,0,1
2137,2137,9381,1505,Starbucks Coffee Company #6765,359 Grant Ave,San Francisco,CA,94108,37.790376,-122.40554399999999,"(37.790376, -122.405544)",,1505_20171017,10/17/2017 0:00,,Complaint,1505_20171017_103131,Moderate risk vermin infestation,Moderate Risk,20171017,103131,2017-10-17,0,1,0,0,0,0,1
2138,2138,9390,69737,StrEat Cervezas,428 11th St,San Francisco,CA,94103,,,,14155890933.0,69737_20160823,8/23/2016 0:00,94.0,Routine - Unscheduled,69737_20160823_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160823,103119,2016-08-23,0,0,4,0,0,2,4
2139,2139,9393,76142,Bon Appetit Management Co.,555 California St 51st Floor,San Francisco,CA,94104,,,,,76142_20160824,8/24/2016 0:00,94.0,Routine - Unscheduled,76142_20160824_103143,Inadequate warewashing facilities or equipment,Low Risk,20160824,103143,2016-08-24,0,1,0,0,0,3,2
2140,2140,9394,75575,Git Hub,88 Colin P. Kelly Jr. St,San Francisco,CA,94107,,,,,75575_20160824,8/24/2016 0:00,86.0,Routine - Unscheduled,75575_20160824_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160824,103119,2016-08-24,0,0,0,0,0,4,0
2141,2141,9403,798,Sushi Rapture,1400 Leavenworth St,San Francisco,CA,94109,37.793997,-122.41626699999999,"(37.793997, -122.416267)",,798_20160512,5/12/2016 0:00,90.0,Routine - Unscheduled,798_20160512_103131,Moderate risk vermin infestation,Moderate Risk,20160512,103131,2016-05-12,0,3,0,0,5,3,0
2142,2142,9407,85532,Chubby Noodle,1310 Grant Ave,San Francisco,CA,94133,,,,,85532_20170421,4/21/2017 0:00,93.0,Routine - Unscheduled,85532_20170421_103105,Improper cooling methods,High Risk,20170421,103105,2017-04-21,0,0,0,1,0,1,4
2143,2143,9421,81756,Birba,458 Grove St,San Francisco,CA,94102,,,,,81756_20160510,5/10/2016 0:00,90.0,Routine - Unscheduled,81756_20160510_103131,Moderate risk vermin infestation,Moderate Risk,20160510,103131,2016-05-10,0,0,0,0,1,3,0
2144,2144,9422,4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.38923899999999,"(37.78416, -122.389239)",14155220151.0,4774_20160823,8/23/2016 0:00,84.0,Routine - Unscheduled,4774_20160823_103157,Food safety certificate or food handler card not available,Low Risk,20160823,103157,2016-08-23,5,0,0,0,0,5,0
2145,2145,9426,38247,Good To Go,750 Font Blvd Bldg. A,San Francisco,CA,94132,37.723054,-122.48361200000001,"(37.723054, -122.483612)",,38247_20171004,10/4/2017 0:00,96.0,Routine - Unscheduled,38247_20171004_103120,Moderate risk food holding temperature,Moderate Risk,20171004,103120,2017-10-04,0,1,0,0,1,0,0
2146,2146,9431,5322,Crab Station at Fisherman's Wharf,Pier 45  Shed B Unit D,San Francisco,CA,94133,,,,,5322_20150408,4/8/2015 0:00,94.0,Routine - Unscheduled,5322_20150408_103133,Foods not protected from contamination,Moderate Risk,20150408,103133,2015-04-08,0,2,0,0,0,1,2
2147,2147,9442,4608,Gourmet Kitchen,1051 Stockton St,San Francisco,CA,94108,37.795594,-122.408204,"(37.795594, -122.408204)",,4608_20161212,12/12/2016 0:00,92.0,Routine - Unscheduled,4608_20161212_103147,Inadequate ventilation or lighting,Low Risk,20161212,103147,2016-12-12,0,0,2,0,4,0,3
2148,2148,9449,66925,Deli Board,1058 Folsom St,San Francisco,CA,94107,37.777504,-122.406948,"(37.777504, -122.406948)",,66925_20160824,8/24/2016 0:00,89.0,Routine - Unscheduled,66925_20160824_103133,Foods not protected from contamination,Moderate Risk,20160824,103133,2016-08-24,0,2,0,0,0,2,0
2149,2149,9452,81688,NTRI II LLC,2174 Market St,San Francisco,CA,94114,,,,14155821500.0,81688_20160525,5/25/2016 0:00,92.0,Routine - Unscheduled,81688_20160525_103120,Moderate risk food holding temperature,Moderate Risk,20160525,103120,2016-05-25,0,0,0,0,0,2,0
2150,2150,9464,84899,Paramo Coffee,57 09th St,San Francisco,CA,94103,,,,,84899_20161212,12/12/2016 0:00,92.0,Routine - Unscheduled,84899_20161212_103120,Moderate risk food holding temperature,Moderate Risk,20161212,103120,2016-12-12,1,0,0,0,2,1,0
2151,2151,9468,1426,SWEET DELIGHT BAKERY,4476A MISSION,San Francisco,CA,94112,37.726116999999995,-122.43381699999999,"(37.726117, -122.433817)",14155336786.0,1426_20161026,10/26/2016 0:00,70.0,Routine - Unscheduled,1426_20161026_103103,High risk food holding temperature,High Risk,20161026,103103,2016-10-26,0,8,0,0,7,7,0
2152,2152,9475,428,Caffe Ambrosia,14 Trinity Pl,San Francisco,CA,94104,37.790109,-122.402597,"(37.790109, -122.402597)",,428_20160707,7/7/2016 0:00,96.0,Routine - Unscheduled,428_20160707_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160707,103124,2016-07-07,0,1,0,0,0,1,0
2153,2153,9476,786,Piperade,1015 Battery St,San Francisco,CA,94111,37.800674,-122.40148400000001,"(37.800674, -122.401484)",,786_20160822,8/22/2016 0:00,80.0,Routine - Unscheduled,786_20160822_103103,High risk food holding temperature,High Risk,20160822,103103,2016-08-22,2,0,0,0,0,4,3
2154,2154,9499,1850,Battery Street Coffee Roastery,950 Battery St,San Francisco,CA,94111,37.800178,-122.40131699999999,"(37.800178, -122.401317)",,1850_20160822,8/22/2016 0:00,80.0,Routine - Unscheduled,1850_20160822_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160822,103144,2016-08-22,0,3,0,0,0,5,8
2155,2155,9509,85158,La Boulangerie De San Francisco,2325 Pine St,San Francisco,CA,94115,,,,,85158_20161024,10/24/2016 0:00,94.0,Routine - Unscheduled,85158_20161024_103160,Inadequate HACCP plan record keeping,Low Risk,20161024,103160,2016-10-24,0,0,0,0,2,0,0
2156,2156,9520,78709,Minas Gerais Brazilian Rest. & Cachacaria,41 Franklin St,San Francisco,CA,94102,,,,,78709_20160504,5/4/2016 0:00,94.0,Routine - Unscheduled,78709_20160504_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160504,103124,2016-05-04,0,3,0,0,0,2,0
2157,2157,9526,2756,STARBUCKS,3595 CALIFORNIA St,San Francisco,CA,94118,37.786404,-122.453207,"(37.786404, -122.453207)",,2756_20160331,3/31/2016 0:00,98.0,Routine - Unscheduled,2756_20160331_103150,Improper or defective plumbing,Low Risk,20160331,103150,2016-03-31,0,1,0,0,2,0,1
2158,2158,9531,77645,Banana Home,321 Kearny St,San Francisco,CA,94108,,,,,77645_20160823,8/23/2016 0:00,66.0,Routine - Unscheduled,77645_20160823_103131,Moderate risk vermin infestation,Moderate Risk,20160823,103131,2016-08-23,0,0,0,0,3,9,0
2159,2159,9534,5524,AT&T Park - Coffee and Ice Cream (4A+4B),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,,5524_20150830,8/30/2015 0:00,93.0,Routine - Unscheduled,5524_20150830_103112,No hot water or running water,High Risk,20150830,103112,2015-08-30,0,0,0,0,0,0,1
2160,2160,9538,76905,Presidio Pizza Company,1862 Divisadero St,San Francisco,CA,94115,,,,,76905_20170227,2/27/2017 0:00,84.0,Routine - Unscheduled,76905_20170227_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170227,103144,2017-02-27,0,0,0,0,3,2,0
2161,2161,9539,5544,AT&T - Juma Cart 1 - Coffee,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,,5544_20150419,4/19/2015 0:00,,Routine - Scheduled,5544_20150419_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20150419,103124,2015-04-19,0,0,0,1,0,1,1
2162,2162,9544,67754,Joy Hing BBQ Noodles House,710 Kearny St,San Francisco,CA,94108,37.794596999999996,-122.404777,"(37.794597, -122.404777)",,67754_20161114,11/14/2016 0:00,86.0,Routine - Unscheduled,67754_20161114_103120,Moderate risk food holding temperature,Moderate Risk,20161114,103120,2016-11-14,2,0,0,0,4,0,0
2163,2163,9550,33054,Jackson Place Cafe - Kiosk,633 Battery St,San Francisco,CA,94111,37.797076000000004,-122.400821,"(37.797076, -122.400821)",,33054_20160425,4/25/2016 0:00,93.0,Routine - Unscheduled,33054_20160425_103107,Improper reheating of food,High Risk,20160425,103107,2016-04-25,0,0,0,0,1,1,2
2164,2164,9576,72171,John's Grill,63 Ellis St,San Francisco,CA,94102,,,,,72171_20160824,8/24/2016 0:00,96.0,Routine - Unscheduled,72171_20160824_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160824,103124,2016-08-24,0,0,0,0,0,1,0
2165,2165,9584,33568,Little Tokyo,5733 GEARY Blvd,San Francisco,CA,94121,37.780183,-122.481059,"(37.780183, -122.481059)",,33568_20180221,2/21/2018 0:00,84.0,Routine - Unscheduled,33568_20180221_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20180221,103144,2018-02-21,3,0,0,0,0,3,3
2166,2166,9589,82033,Philz Coffee,1258 Minnesota St,San Francisco,CA,94107,,,,,82033_20150625,6/25/2015 0:00,94.0,Routine - Unscheduled,82033_20150625_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20150625,103116,2015-06-25,0,0,0,0,0,0,2
2167,2167,9597,62814,Hot Spud,2640 Mason St,San Francisco,CA,94133,37.807888,-122.414027,"(37.807888, -122.414027)",14155866191.0,62814_20160817,8/17/2016 0:00,98.0,Routine - Unscheduled,62814_20160817_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160817,103144,2016-08-17,1,0,0,1,0,1,2
2168,2168,9601,67063,7-Eleven #2366-34977,527 Sutter St,San Francisco,CA,94102,37.789118,-122.409048,"(37.789118, -122.409048)",,67063_20161026,10/26/2016 0:00,90.0,Routine - Unscheduled,67063_20161026_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161026,103144,2016-10-26,0,0,7,0,4,0,2
2169,2169,9606,18047,Las Palmeras,2721 Mission St,San Francisco,CA,94110,37.753463,-122.41853600000002,"(37.753463, -122.418536)",,18047_20171205,12/5/2017 0:00,77.0,Routine - Unscheduled,18047_20171205_103131,Moderate risk vermin infestation,Moderate Risk,20171205,103131,2017-12-05,0,6,0,0,9,0,5
2170,2170,9617,83605,Golden State Market,4448 Mission St,San Francisco,CA,94112,,,,,83605_20160915,9/15/2016 0:00,80.0,Routine - Unscheduled,83605_20160915_103103,High risk food holding temperature,High Risk,20160915,103103,2016-09-15,0,0,0,0,0,4,1
