,Unnamed: 0,Unnamed: 0.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
729,729,2188,65829,CHAMBERS eat + drink,601 Eddy St,San Francisco,CA,94109,37.783194,-122.41809599999999,"(37.783194, -122.418096)",,65829_20160630,6/30/2016 0:00,94.0,Routine - Unscheduled,65829_20160630_103160,Inadequate HACCP plan record keeping,Low Risk,20160630,103160,2016-06-30,0,0,0,0,0,2,0
730,730,2189,77714,Hopwater Distribution,850 Bush St,San Francisco,CA,94108,,,,,77714_20160629,6/29/2016 0:00,89.0,Routine - Unscheduled,77714_20160629_103156,Permit license or inspection report not posted,Low Risk,20160629,103156,2016-06-29,0,0,0,0,0,3,0
731,731,2190,11492,Burgermeister,759 Columbus Ave,San Francisco,CA,94133,37.801696,-122.41225700000001,"(37.801696, -122.412257)",,11492_20160219,2/19/2016 0:00,88.0,Routine - Unscheduled,11492_20160219_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160219,103124,2016-02-19,0,0,0,0,4,0,4
732,732,2196,19416,Starbucks,865 Market St C26,San Francisco,CA,94103,37.784317,-122.40756299999998,"(37.784317, -122.407563)",14155604908.0,19416_20160629,6/29/2016 0:00,94.0,Routine - Unscheduled,19416_20160629_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160629,103154,2016-06-29,0,3,0,0,2,3,1
733,733,2200,4555,UNITED LIQUORS & DELI,2401 CHESTNUT St,San Francisco,CA,94123,37.799934,-122.442977,"(37.799934, -122.442977)",,4555_20160414,4/14/2016 0:00,92.0,Routine - Unscheduled,4555_20160414_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160414,103149,2016-04-14,0,3,0,0,0,3,0
734,734,2206,69635,Sophie's Crepes,1581 Webster St 275,San Francisco,CA,94115,,,,,69635_20160407,4/7/2016 0:00,89.0,Routine - Unscheduled,69635_20160407_103114,High risk vermin infestation,High Risk,20160407,103114,2016-04-07,0,0,0,0,0,2,0
735,735,2214,83633,As Quoted,3613 Sacramento St,San Francisco,CA,94118,,,,,83633_20160411,4/11/2016 0:00,89.0,Routine - Unscheduled,83633_20160411_103133,Foods not protected from contamination,Moderate Risk,20160411,103133,2016-04-11,0,0,0,0,2,2,0
736,736,2216,63755,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,San Francisco,CA,94133,37.80824000000001,-122.41018899999999,"(37.80824, -122.410189)",,63755_20160608,6/8/2016 0:00,70.0,Routine - Unscheduled,63755_20160608_103156,Permit license or inspection report not posted,Low Risk,20160608,103156,2016-06-08,0,6,0,0,7,8,5
737,737,2223,83844,Taste of Jiangnan,332 Clement St,San Francisco,CA,94118,,,,,83844_20160629,6/29/2016 0:00,73.0,Routine - Unscheduled,83844_20160629_103132,Improper thawing methods,Moderate Risk,20160629,103132,2016-06-29,0,0,0,7,0,1,4
738,738,2224,4548,Starbucks Coffee,500 Beach St,San Francisco,CA,94133,37.807047999999995,-122.417704,"(37.807048, -122.417704)",,4548_20160421,4/21/2016 0:00,98.0,Routine - Unscheduled,4548_20160421_103157,Food safety certificate or food handler card not available,Low Risk,20160421,103157,2016-04-21,2,0,3,0,2,1,0
739,739,2227,65337,Layaly,2435 Clement St,San Francisco,CA,94121,,,,,65337_20160511,5/11/2016 0:00,78.0,Routine - Unscheduled,65337_20160511_103161,Low risk vermin infestation,Low Risk,20160511,103161,2016-05-11,0,0,0,5,0,1,0
740,740,2228,5502,AT&T -26 SNOW CONES/COTTON CANDY [145113],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500.0,5502_20160814,8/14/2016 0:00,96.0,Routine - Unscheduled,5502_20160814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160814,103119,2016-08-14,0,0,0,0,1,1,0
741,741,2230,59009,Woodhouse Fish Co.,1914 FILLMORE St,San Francisco,CA,94116,37.787386,-122.433476,"(37.787386, -122.433476)",14155432722.0,59009_20160926,9/26/2016 0:00,92.0,Routine - Unscheduled,59009_20160926_103131,Moderate risk vermin infestation,Moderate Risk,20160926,103131,2016-09-26,0,2,0,0,0,2,1
742,742,2234,90874,Ladle & Leaf,55 2nd St.,San Francisco,CA,94105,,,,,90874_20171117,11/17/2017 0:00,,Reinspection/Followup,90874_20171117_103150,Improper or defective plumbing,Low Risk,20171117,103150,2017-11-17,0,4,0,0,0,0,0
743,743,2236,77642,Royal Bakery,4773 Mission St,San Francisco,CA,94112,,,,14155337756.0,77642_20160630,6/30/2016 0:00,88.0,Routine - Unscheduled,77642_20160630_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160630,103144,2016-06-30,0,0,0,0,5,5,0
744,744,2239,77781,Grubbin',1404 Taraval St,San Francisco,CA,94116,,,,14155216029.0,77781_20160512,5/12/2016 0:00,96.0,Routine - Unscheduled,77781_20160512_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160512,103119,2016-05-12,0,0,0,0,1,1,0
745,745,2243,1243,JAVA SUPREME,0703 GUERRERO St,San Francisco,CA,94110,37.759934,-122.423553,"(37.759934, -122.423553)",14155201832.0,1243_20150728,7/28/2015 0:00,91.0,Routine - Unscheduled,1243_20150728_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150728,103154,2015-07-28,0,3,0,0,0,3,2
746,746,2246,1626,LUPA TRATTORIA,4109 24th St,San Francisco,CA,94114,37.751243,-122.434529,"(37.751243, -122.434529)",14155644664.0,1626_20150706,7/6/2015 0:00,94.0,Routine - Unscheduled,1626_20150706_103139,Improper food storage,Low Risk,20150706,103139,2015-07-06,0,0,0,0,3,0,2
747,747,2248,68196,Happy Yogurt,503 33rd Ave,San Francisco,CA,94121,37.779613,-122.493349,"(37.779613, -122.493349)",,68196_20180228,2/28/2018 0:00,96.0,Routine - Unscheduled,68196_20180228_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180228,103119,2018-02-28,1,0,0,0,0,0,0
748,748,2251,83602,George and Lennie,277 Golden Gate Ave #114,San Francisco,CA,94102,,,,,83602_20160630,6/30/2016 0:00,94.0,Routine - Unscheduled,83602_20160630_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160630,103144,2016-06-30,0,0,0,0,0,2,0
749,749,2257,13226,CALIFORNIA WINE MERCHANT,2113 CHESTNUT ST,San Francisco,CA,94123,37.800534000000006,-122.438217,"(37.800534, -122.438217)",,13226_20160415,4/15/2016 0:00,98.0,Routine - Unscheduled,13226_20160415_103145,Improper storage of equipment utensils or linens,Low Risk,20160415,103145,2016-04-15,0,1,0,0,0,1,0
750,750,2261,77750,Pollo,2823 Mission St,San Francisco,CA,94110,,,,14159729942.0,77750_20171212,12/12/2017 0:00,98.0,Routine - Unscheduled,77750_20171212_103142,Unclean nonfood contact surfaces,Low Risk,20171212,103142,2017-12-12,0,1,0,0,1,0,1
751,751,2262,74336,AT&T PARK - BABY BULL (P 10),24 Willie Mays Plaza,San Francisco,CA,94107,,,,,74336_20160814,8/14/2016 0:00,96.0,Routine - Unscheduled,74336_20160814_103133,Foods not protected from contamination,Moderate Risk,20160814,103133,2016-08-14,0,0,0,0,0,1,0
752,752,2264,76441,El Nuevo Porvenir,2950 21st St,San Francisco,CA,94110,,,,,76441_20160119,1/19/2016 0:00,86.0,Routine - Unscheduled,76441_20160119_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160119,103119,2016-01-19,0,4,0,0,4,8,5
753,753,2266,5310,"Alioto Fish Co., Ltd",360A Jefferson St,San Francisco,CA,94133,37.80792,-122.418577,"(37.80792, -122.418577)",,5310_20160603,6/3/2016 0:00,,Reinspection/Followup,5310_20160603_103129,Insufficient hot water or running water,Moderate Risk,20160603,103129,2016-06-03,0,2,0,0,0,2,0
754,754,2269,3338,La Folie,2316 Polk St,San Francisco,CA,94109,37.798097999999996,-122.422156,"(37.798098, -122.422156)",,3338_20180223,2/23/2018 0:00,92.0,Routine - Unscheduled,3338_20180223_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20180223,103127,2018-02-23,3,0,0,0,0,3,0
755,755,2274,69906,The Chairman,177 Eddy St,San Francisco,CA,94102,,,,,69906_20160629,6/29/2016 0:00,90.0,Routine - Unscheduled,69906_20160629_103139,Improper food storage,Low Risk,20160629,103139,2016-06-29,0,0,0,0,4,5,0
756,756,2276,557,KATIA'S,600 05th Ave,San Francisco,CA,94118,37.77721,-122.462874,"(37.77721, -122.462874)",14155669292.0,557_20160629,6/29/2016 0:00,85.0,Routine - Unscheduled,557_20160629_103136,Unsanitary employee garments hair or nails,Low Risk,20160629,103136,2016-06-29,0,5,0,0,0,5,3
757,757,2279,81461,Mescolanza Restaurant,3750 Geary Blvd,San Francisco,CA,94118,,,,14155662221.0,81461_20160629,6/29/2016 0:00,90.0,Routine - Unscheduled,81461_20160629_103161,Low risk vermin infestation,Low Risk,20160629,103161,2016-06-29,0,0,0,0,2,4,0
758,758,2283,436,North Beach Restaurant,1512 Stockton St,San Francisco,CA,94133,37.799646,-122.40893899999999,"(37.799646, -122.408939)",,436_20160608,6/8/2016 0:00,79.0,Routine - Unscheduled,436_20160608_103139,Improper food storage,Low Risk,20160608,103139,2016-06-08,0,0,0,0,3,5,0
759,759,2302,85857,Dabba,Off the Grid,San Francisco,CA,zzzzz,,,,14155697876.0,85857_20160930,9/30/2016 0:00,94.0,Routine - Unscheduled,85857_20160930_103122,Reservice of previously served foods,Moderate Risk,20160930,103122,2016-09-30,0,0,0,0,5,2,0
760,760,2303,2580,CAFE MARS,798 BRANNAN St,San Francisco,CA,94103,37.773174,-122.40311000000001,"(37.773174, -122.40311)",,2580_20150622,6/22/2015 0:00,84.0,Routine - Unscheduled,2580_20150622_103150,Improper or defective plumbing,Low Risk,20150622,103150,2015-06-22,0,0,3,0,0,0,5
761,761,2305,75892,Mateo's Bay Area Hot Dogs,Treasure Island,San Francisco,CA,94103,,,,,75892_20160629,6/29/2016 0:00,87.0,Routine - Unscheduled,75892_20160629_103156,Permit license or inspection report not posted,Low Risk,20160629,103156,2016-06-29,4,0,0,0,2,4,2
762,762,2306,61789,Coffee Mine,79 09th St,San Francisco,CA,94103,37.774722,-122.40676100000002,"(37.774722, -122.406761)",14155259795.0,61789_20160405,4/5/2016 0:00,88.0,Routine - Unscheduled,61789_20160405_103120,Moderate risk food holding temperature,Moderate Risk,20160405,103120,2016-04-05,0,0,0,0,3,4,0
763,763,2310,60984,W San Francisco Hotel,181 03rd St,San Francisco,CA,94103,37.785207,-122.40062900000001,"(37.785207, -122.400629)",,60984_20171113,11/13/2017 0:00,90.0,Routine - Unscheduled,60984_20171113_103120,Moderate risk food holding temperature,Moderate Risk,20171113,103120,2017-11-13,0,3,0,0,0,3,3
764,764,2314,78727,Submarine Center,820 Ulloa St,San Francisco,CA,94127,,,,14155561455.0,78727_20160629,6/29/2016 0:00,88.0,Routine - Unscheduled,78727_20160629_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160629,103149,2016-06-29,0,1,0,0,0,4,0
765,765,2319,77054,Henry's Hunan North Restaurant,1398 Grant Ave,San Francisco,CA,94133,,,,,77054_20160608,6/8/2016 0:00,87.0,Routine - Unscheduled,77054_20160608_103109,Unclean or unsanitary food contact surfaces,High Risk,20160608,103109,2016-06-08,2,0,0,0,0,4,0
766,766,2321,69122,Hiyaaa!,Off The Grid,San Francisco,CA,94102,0.0,0.0,"(0, 0)",,69122_20160119,1/19/2016 0:00,,Structural Inspection,69122_20160119_103148,No thermometers or uncalibrated thermometers,Low Risk,20160119,103148,2016-01-19,0,0,0,1,0,1,2
767,767,2322,79961,Taqueria El Farolito #10,358 Beach St,San Francisco,CA,94133,,,,,79961_20160216,2/16/2016 0:00,74.0,Routine - Unscheduled,79961_20160216_103103,High risk food holding temperature,High Risk,20160216,103103,2016-02-16,8,0,5,0,5,4,5
768,768,2325,7534,RUSSELL'S CONVENIENCE #605,333 MARKET St,San Francisco,CA,94105,37.792037,-122.397852,"(37.792037, -122.397852)",,7534_20171207,12/7/2017 0:00,96.0,Routine - Unscheduled,7534_20171207_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,20171207,103152,2017-12-07,0,2,0,0,3,0,0
769,769,2326,1741,Osha Thai Noodle Cafe,696 Geary St,San Francisco,CA,94102,37.786598,-122.41458300000001,"(37.786598, -122.414583)",,1741_20160520,5/20/2016 0:00,92.0,Routine - Unscheduled,1741_20160520_103161,Low risk vermin infestation,Low Risk,20160520,103161,2016-05-20,0,0,0,4,0,3,0
770,770,2330,5812,Zaida T. Rodriguez (ZTR) Annex Child Development Center,421  BARTLETT St,San Francisco,CA,94110,37.750243,-122.419293,"(37.750243, -122.419293)",14155695844.0,5812_20180223,2/23/2018 0:00,98.0,Routine - Unscheduled,5812_20180223_103161,Low risk vermin infestation,Low Risk,20180223,103161,2018-02-23,1,0,0,0,0,1,0
771,771,2333,76735,Over the Moon,2144 Chestnut St,San Francisco,CA,94123,,,,,76735_20160608,6/8/2016 0:00,85.0,Routine - Unscheduled,76735_20160608_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160608,103124,2016-06-08,0,4,0,0,0,4,0
772,772,2347,2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,San Francisco,CA,94103,37.765122999999996,-122.417919,"(37.765123, -122.417919)",14155626688.0,2326_20160304,3/4/2016 0:00,72.0,Routine - Unscheduled,2326_20160304_103131,Moderate risk vermin infestation,Moderate Risk,20160304,103131,2016-03-04,0,0,0,0,2,0,6
773,773,2357,3510,City View Restaurant,662 Commercial St,San Francisco,CA,94111,37.794127,-122.404074,"(37.794127, -122.404074)",,3510_20161109,11/9/2016 0:00,68.0,Routine - Unscheduled,3510_20161109_103133,Foods not protected from contamination,Moderate Risk,20161109,103133,2016-11-09,0,0,0,0,8,0,5
774,774,2361,943,EL CASTILLITO TAQUERIA INC.,136 CHURCH St,San Francisco,CA,94114,37.768776,-122.42909499999999,"(37.768776, -122.429095)",14155623428.0,943_20150720,7/20/2015 0:00,,Complaint,943_20150720_103107,Improper reheating of food,High Risk,20150720,103107,2015-07-20,0,0,0,0,3,0,4
775,775,2364,90896,Mae Krua LLC,331 Cortland St,San Francisco,CA,94110,,,,,90896_20180223,2/23/2018 0:00,96.0,Routine - Unscheduled,90896_20180223_103134,Other moderate risk violation,Moderate Risk,20180223,103134,2018-02-23,1,0,1,0,0,0,0
776,776,2371,85256,Buffalo Theory,1735 Polk St,San Francisco,CA,94109,,,,,85256_20180226,2/26/2018 0:00,85.0,Routine - Unscheduled,85256_20180226_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20180226,103124,2018-02-26,3,0,0,0,5,0,0
777,777,2373,86490,3Geeks,Off The Grid,San Francisco,CA,94102,,,,,86490_20160319,3/19/2016 0:00,90.0,Routine - Unscheduled,86490_20160319_103145,Improper storage of equipment utensils or linens,Low Risk,20160319,103145,2016-03-19,0,3,0,0,0,0,3
778,778,2377,34387,Lombard Union 76,2498 LOMBARD St,San Francisco,CA,94123,37.799078,-122.442374,"(37.799078, -122.442374)",,34387_20160414,4/14/2016 0:00,96.0,Routine - Unscheduled,34387_20160414_103142,Unclean nonfood contact surfaces,Low Risk,20160414,103142,2016-04-14,3,0,0,0,0,2,0
779,779,2379,2135,HOWARD STREET COFFEE ROASTERY CAFE,180 HOWARD St,San Francisco,CA,94105,37.790863,-122.39315900000001,"(37.790863, -122.393159)",,2135_20180222,2/22/2018 0:00,90.0,Routine - Unscheduled,2135_20180222_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180222,103149,2018-02-22,3,0,0,0,5,0,0
780,780,2385,1778,Academy Bar & Kitchen,1800 Fillmore St,San Francisco,CA,94115,37.786497999999995,-122.430283,"(37.786498, -122.430283)",14155771800.0,1778_20171213,12/13/2017 0:00,94.0,Routine - Unscheduled,1778_20171213_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20171213,103144,2017-12-13,0,2,0,0,0,2,0
781,781,2386,10990,Tak Kee Lee Restaurant,2435 Noriega St,San Francisco,CA,94122,37.753623,-122.489929,"(37.753623, -122.489929)",,10990_20161114,11/14/2016 0:00,84.0,Routine - Unscheduled,10990_20161114_103131,Moderate risk vermin infestation,Moderate Risk,20161114,103131,2016-11-14,0,4,0,0,5,5,0
782,782,2392,83779,Can Tho Coffee Shop,411 Ellis St,San Francisco,CA,94102,,,,,83779_20160815,8/15/2016 0:00,92.0,Routine - Unscheduled,83779_20160815_103156,Permit license or inspection report not posted,Low Risk,20160815,103156,2016-08-15,0,0,3,0,0,3,4
783,783,2393,77559,Union Larder,1945 Hyde St,San Francisco,CA,94109,,,,,77559_20180223,2/23/2018 0:00,90.0,Routine - Unscheduled,77559_20180223_103150,Improper or defective plumbing,Low Risk,20180223,103150,2018-02-23,3,0,0,0,0,0,1
784,784,2395,68763,Kichi Grill,835 Market St FE#9,San Francisco,CA,94103,37.785014000000004,-122.40664,"(37.785014, -122.40664)",,68763_20171211,12/11/2017 0:00,88.0,Routine - Unscheduled,68763_20171211_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171211,103124,2017-12-11,0,4,0,0,0,2,4
785,785,2397,70921,Hotel Rex - Library Bar,562 Sutter St,San Francisco,CA,94102,37.789108,-122.409724,"(37.789108, -122.409724)",,70921_20171211,12/11/2017 0:00,98.0,Routine - Unscheduled,70921_20171211_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171211,103154,2017-12-11,0,1,0,0,1,0,2
786,786,2401,187,TAZA WRAPS & JUICE,"750 FONT, BLDG B Blvd",San Francisco,CA,94132,37.723054,-122.48361200000001,"(37.723054, -122.483612)",14155374525.0,187_20160511,5/11/2016 0:00,89.0,Routine - Unscheduled,187_20160511_103107,Improper reheating of food,High Risk,20160511,103107,2016-05-11,0,1,0,0,2,2,0
787,787,2402,83439,SF Marriott Union Square (Banquet Kitchen),480 Sutter St Mezzanine,San Francisco,CA,94108,,,,,83439_20160628,6/28/2016 0:00,98.0,Routine - Unscheduled,83439_20160628_103139,Improper food storage,Low Risk,20160628,103139,2016-06-28,2,0,0,0,0,1,0
788,788,2404,3016,"R & G Executive Lounge, Inc",631 Kearny St,San Francisco,CA,94108,37.794154,-122.404765,"(37.794154, -122.404765)",,3016_20171213,12/13/2017 0:00,79.0,Routine - Unscheduled,3016_20171213_103142,Unclean nonfood contact surfaces,Low Risk,20171213,103142,2017-12-13,0,6,0,4,7,8,0
789,789,2407,65267,Calif Pacific Medical Ctr -  Kitchen,3700 CALIFORNIA St,San Francisco,CA,94118,37.786145,-122.455913,"(37.786145, -122.455913)",,65267_20161206,12/6/2016 0:00,92.0,Routine - Unscheduled,65267_20161206_103129,Insufficient hot water or running water,Moderate Risk,20161206,103129,2016-12-06,0,0,0,0,2,0,2
790,790,2410,2189,PRINCESS BAKERY,4617 MISSION St,San Francisco,CA,94112,37.724422,-122.43498500000001,"(37.724422, -122.434985)",,2189_20160816,8/16/2016 0:00,79.0,Routine - Unscheduled,2189_20160816_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160816,103124,2016-08-16,0,0,6,0,0,6,6
791,791,2416,82429,Blue Bottle Coffee,1355 Market St,San Francisco,CA,94103,,,,,82429_20160929,9/29/2016 0:00,96.0,Routine - Unscheduled,82429_20160929_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160929,103124,2016-09-29,0,1,0,0,0,1,1
792,792,2418,78113,Urban Putt,1096 South Van Ness Ave,San Francisco,CA,94110,,,,14155341080.0,78113_20160628,6/28/2016 0:00,90.0,Routine - Unscheduled,78113_20160628_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160628,103154,2016-06-28,0,0,2,0,0,3,0
793,793,2424,88932,Chase Luck Bakery,1325 Ocean Ave,San Francisco,CA,94112,,,,14155982063.0,88932_20170105,1/5/2017 0:00,,Reinspection/Followup,88932_20170105_103103,High risk food holding temperature,High Risk,20170105,103103,2017-01-05,0,0,0,0,2,0,0
794,794,2425,37319,Velo Rouge Cafe,798 Arguello Blvd,San Francisco,CA,94118,37.77538300000001,-122.45841499999999,"(37.775383, -122.458415)",,37319_20160412,4/12/2016 0:00,98.0,Routine - Unscheduled,37319_20160412_103139,Improper food storage,Low Risk,20160412,103139,2016-04-12,0,1,0,0,0,1,1
795,795,2431,2051,Cocotte,1521 Hyde St,San Francisco,CA,94109,37.794753,-122.41818400000001,"(37.794753, -122.418184)",,2051_20160323,3/23/2016 0:00,96.0,Routine - Unscheduled,2051_20160323_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160323,103124,2016-03-23,4,0,0,0,2,0,1
796,796,2442,84668,F2 Founders LLC,400 Grove St,San Francisco,CA,94102,,,,,84668_20160412,4/12/2016 0:00,91.0,Routine - Unscheduled,84668_20160412_103103,High risk food holding temperature,High Risk,20160412,103103,2016-04-12,0,0,0,0,3,1,0
797,797,2448,68880,Soma Corp.,1082 FOLSOM St,San Francisco,CA,94103,,,,,68880_20151007,10/7/2015 0:00,73.0,Routine - Unscheduled,68880_20151007_103154,Unclean or degraded floors walls or ceilings,Low Risk,20151007,103154,2015-10-07,0,0,0,0,0,0,6
798,798,2453,4072,Hustler Club,1031 kearny St,San Francisco,CA,94133,37.797545,-122.405455,"(37.797545, -122.405455)",,4072_20160520,5/20/2016 0:00,88.0,Routine - Unscheduled,4072_20160520_103157,Food safety certificate or food handler card not available,Low Risk,20160520,103157,2016-05-20,0,0,2,0,0,4,0
